"nim","nama","prodi","kabupaten","provinsi","penghasilan_ayah","Prestasi yang pernah saudara/i raih ?","Apa yang membuat saudara/ i tertarik kuliah di Universitas Nurul Jadid ?","Siapa yang memotivasi saudara/ i hingga akhirnya memilih kuliah di Universitas Nurul Jadid ?","prestasi_terkini"
"2165470555","mahasiswa 555","IF","KAB. PROBOLINGGO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Juara di luar sekolah","Kampus berbasis pesantren","Orang tua/ kerabat","1"
"2165570556","mahasiswa 556","IF","KAB. PROBOLINGGO","Jawa Timur","Kurang dari Rp. 500.000","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Orang tua/ kerabat","0"
"2165670557","mahasiswa 557","IF","KAB. SITUBONDO","Jawa Timur","Kurang dari Rp. 500.000","Juara di luar sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2165770558","mahasiswa 558","IF","KAB. PROBOLINGGO","Jawa Timur","Kurang dari Rp. 500.000","Tidak pernah meraih prestasi","Dekat dari rumah","Orang tua/ kerabat","0"
"2165870559","mahasiswa 559","IF","KAB. PROBOLINGGO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Juara di sekolah","Ada saudara/ teman yang kuliah di UNUJA","Guru di sekolah","1"
"2165970560","mahasiswa 560","IF","KAB. PROBOLINGGO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Tidak pernah meraih prestasi","Dekat dari rumah","Orang tua/ kerabat","0"
"2166070561","mahasiswa 561","IF","KAB. BONDOWOSO","Jawa Timur","Rp. 2.000.000 s/d Rp. 4.999.999","Juara di sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2166170562","mahasiswa 562","IF","KAB. JEMBER","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Juara di sekolah","Kampus berbasis pesantren","Orang tua/ kerabat","1"
"2166270563","mahasiswa 563","IF","KAB. SITUBONDO","Jawa Timur","Kurang dari Rp. 500.000","Juara di sekolah","Ada saudara/ teman yang kuliah di UNUJA","Orang tua/ kerabat","1"
"2166370564","mahasiswa 564","IF","KAB. BONDOWOSO","Jawa Timur","Kurang dari Rp. 500.000","Juara di sekolah","Ada saudara/ teman yang kuliah di UNUJA","Kesadaran diri sendiri","1"
"2166470565","mahasiswa 565","IF","KAB. BONDOWOSO","Jawa Timur","Rp. 2.000.000 s/d Rp. 4.999.999","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Kesadaran diri sendiri","0"
"2166570566","mahasiswa 566","IF","KAB. SITUBONDO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Lainnya","Kampus berbasis pesantren","Orang tua/ kerabat","0"
"2166670567","mahasiswa 567","IF","KAB. PROBOLINGGO","Jawa Timur","Kurang dari Rp. 500.000","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Orang tua/ kerabat","0"
"2166770568","mahasiswa 568","IF","KAB. PROBOLINGGO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Tidak pernah meraih prestasi","Biaya terjangkau","Orang tua/ kerabat","0"
"2166870569","mahasiswa 569","IF","KAB. PROBOLINGGO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Juara di sekolah","Ada saudara/ teman yang kuliah di UNUJA","Orang tua/ kerabat","1"
"2166970570","mahasiswa 570","IF","KAB. SITUBONDO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Kesadaran diri sendiri","0"
"2167070571","mahasiswa 571","IF","KAB. PROBOLINGGO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Lainnya","Dekat dari rumah","Orang tua/ kerabat","0"
"2167170572","mahasiswa 572","IF","KAB. SITUBONDO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Juara di luar sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2167270573","mahasiswa 573","IF","KAB. SUMENEP","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Kesadaran diri sendiri","0"
"2167370574","mahasiswa 574","IF","KAB. PROBOLINGGO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Juara di luar sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2167470575","mahasiswa 575","IF","KAB. BONDOWOSO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Juara di sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2167570576","mahasiswa 576","IF","KAB. PROBOLINGGO","Jawa Timur","Kurang dari Rp. 500.000","Tidak pernah meraih prestasi","Dekat dari rumah","Kesadaran diri sendiri","0"
"2167670577","mahasiswa 577","IF","KAB. PROBOLINGGO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Orang tua/ kerabat","0"
"2167770578","mahasiswa 578","IF","KAB. SITUBONDO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Juara di luar sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2167870579","mahasiswa 579","IF","KAB. BANYUWANGI","Jawa Timur","","Juara di luar sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2167970580","mahasiswa 580","IF","KAB. PROBOLINGGO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Tidak pernah meraih prestasi","Ada saudara/ teman yang kuliah di UNUJA","Kesadaran diri sendiri","0"
"2168070581","mahasiswa 581","IF","KAB. PROBOLINGGO","Jawa Timur","Kurang dari Rp. 500.000","Juara di luar sekolah","Dekat dari rumah","Kesadaran diri sendiri","1"
"2168170582","mahasiswa 582","IF","KAB. PROBOLINGGO","Jawa Timur","Kurang dari Rp. 500.000","Juara di sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2168270583","mahasiswa 583","IF","KAB. BULELENG","Bali","Rp. 1.000.000 s/d Rp. 1.999.999","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Kesadaran diri sendiri","0"
"2168370584","mahasiswa 584","IF","KAB. BULELENG","Bali","Rp. 2.000.000 s/d Rp. 4.999.999","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Kesadaran diri sendiri","0"
"2168470585","mahasiswa 585","IF","KAB. PROBOLINGGO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Juara di sekolah","Lainnya","Orang tua/ kerabat","1"
"2168570586","mahasiswa 586","IF","KAB. PROBOLINGGO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Tidak pernah meraih prestasi","Ada saudara/ teman yang kuliah di UNUJA","Kesadaran diri sendiri","0"
"2168670587","mahasiswa 587","IF","KAB. PROBOLINGGO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Juara di sekolah","Ada saudara/ teman yang kuliah di UNUJA","Kesadaran diri sendiri","1"
"2168770588","mahasiswa 588","IF","KAB. JEMBER","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Tidak pernah meraih prestasi","Lainnya","Orang tua/ kerabat","0"
"2168870589","mahasiswa 589","IF","KAB. PROBOLINGGO","Jawa Timur","Kurang dari Rp. 500.000","Lainnya","Kampus berbasis pesantren","Lainnya","0"
"2168970590","mahasiswa 590","IF","KAB. PROBOLINGGO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Juara di luar sekolah","Dekat dari rumah","Orang tua/ kerabat","1"
"2169070591","mahasiswa 591","IF","KAB. PROBOLINGGO","Jawa Timur","Kurang dari Rp. 500.000","Juara di luar sekolah","Tidak diterima di kampus lain","Teman sekolah","1"
"2169170592","mahasiswa 592","IF","KAB. SUMENEP","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Juara di sekolah","Biaya terjangkau","Kesadaran diri sendiri","1"
"2169270593","mahasiswa 593","IF","KAB. PROBOLINGGO","Jawa Timur","Lebih dari Rp. 20.000.000","Juara di sekolah","Kampus berbasis pesantren","Orang tua/ kerabat","1"
"2169370594","mahasiswa 594","IF","KAB. SITUBONDO","Jawa Timur","Kurang dari Rp. 500.000","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Orang tua/ kerabat","0"
"2169470595","mahasiswa 595","IF","KAB. PROBOLINGGO","Jawa Timur","Kurang dari Rp. 500.000","Tidak pernah meraih prestasi","Fasilitas bagus","Orang tua/ kerabat","0"
"2169570596","mahasiswa 596","IF","KAB. PROBOLINGGO","Jawa Timur","Kurang dari Rp. 500.000","Tidak pernah meraih prestasi","Lainnya","Orang tua/ kerabat","0"
"2169670597","mahasiswa 597","IF","KAB. PROBOLINGGO","Jawa Timur","Kurang dari Rp. 500.000","Juara di luar sekolah","Dekat dari rumah","Orang tua/ kerabat","1"
"2169770598","mahasiswa 598","IF","KAB. PROBOLINGGO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Juara di sekolah","Kampus berbasis pesantren","Orang tua/ kerabat","1"
"2169870599","mahasiswa 599","IF","KAB. PROBOLINGGO","Jawa Timur","Kurang dari Rp. 500.000","Lainnya","Kampus berbasis pesantren","Kesadaran diri sendiri","0"
"2169970600","mahasiswa 600","IF","KAB. BONDOWOSO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Juara di luar sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2170070601","mahasiswa 601","IF","KAB. BONDOWOSO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Orang tua/ kerabat","0"
"2170170602","mahasiswa 602","IF","KAB. PROBOLINGGO","Jawa Timur","Kurang dari Rp. 500.000","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Orang tua/ kerabat","0"
"2170270603","mahasiswa 603","IF","KAB. PROBOLINGGO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Lainnya","Kampus berbasis pesantren","Kesadaran diri sendiri","0"
"2170370604","mahasiswa 604","IF","KAB. PROBOLINGGO","Jawa Timur","Kurang dari Rp. 500.000","Lainnya","Dekat dari rumah","Orang tua/ kerabat","0"
"2170470605","mahasiswa 605","IF","KAB. PROBOLINGGO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Kesadaran diri sendiri","0"
"2170570606","mahasiswa 606","IF","KAB. PROBOLINGGO","Jawa Timur","Kurang dari Rp. 500.000","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Orang tua/ kerabat","0"
"2170670607","mahasiswa 607","IF","KAB. PROBOLINGGO","Jawa Timur","Kurang dari Rp. 500.000","Juara di sekolah","Kampus berbasis pesantren","Orang tua/ kerabat","1"
"2170770608","mahasiswa 608","IF","KAB. PROBOLINGGO","Jawa Timur","Kurang dari Rp. 500.000","Lainnya","Dekat dari rumah","Orang tua/ kerabat","0"
"2170870609","mahasiswa 609","IF","KAB. SITUBONDO","Jawa Timur","Rp. 2.000.000 s/d Rp. 4.999.999","Juara di sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2170970610","mahasiswa 610","IF","KAB. SITUBONDO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Juara di sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2171070611","mahasiswa 611","IF","KAB. PROBOLINGGO","Jawa Timur","Kurang dari Rp. 500.000","Juara di sekolah","Biaya terjangkau","Guru di sekolah","1"
"2171170612","mahasiswa 612","IF","KAB. PROBOLINGGO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Juara di luar sekolah","Lainnya","Guru di sekolah","1"
"2171270613","mahasiswa 613","IF","KAB. SITUBONDO","Jawa Timur","Rp. 2.000.000 s/d Rp. 4.999.999","Juara di luar sekolah","Kampus berbasis pesantren","Teman sekolah","1"
"2171370614","mahasiswa 614","TI","KAB. PROBOLINGGO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Tidak pernah meraih prestasi","Dekat dari rumah","Orang tua/ kerabat","0"
"2171470615","mahasiswa 615","TI","KAB. KOTAWARINGIN BARAT","Kalimantan Tengah","Rp. 2.000.000 s/d Rp. 4.999.999","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Kesadaran diri sendiri","0"
"2171570616","mahasiswa 616","TI","KAB. PROBOLINGGO","Jawa Timur","Kurang dari Rp. 500.000","Tidak pernah meraih prestasi","Fasilitas bagus","Kesadaran diri sendiri","0"
"2171670617","mahasiswa 617","TI","KAB. SITUBONDO","Jawa Timur","Kurang dari Rp. 500.000","Tidak pernah meraih prestasi","Ada saudara/ teman yang kuliah di UNUJA","Orang tua/ kerabat","0"
"2171770618","mahasiswa 618","TI","KAB. PROBOLINGGO","Jawa Timur","Rp. 2.000.000 s/d Rp. 4.999.999","Juara di sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2171870619","mahasiswa 619","TI","KAB. SITUBONDO","Jawa Timur","Kurang dari Rp. 500.000","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Kesadaran diri sendiri","0"
"2171970620","mahasiswa 620","TI","KAB. PROBOLINGGO","Jawa Timur","Kurang dari Rp. 500.000","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Kesadaran diri sendiri","0"
"2172070621","mahasiswa 621","TI","KAB. PROBOLINGGO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Juara di luar sekolah","Dekat dari rumah","Kesadaran diri sendiri","1"
"2172170622","mahasiswa 622","TI","KAB. BONDOWOSO","Jawa Timur","Kurang dari Rp. 500.000","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Kesadaran diri sendiri","0"
"2172270623","mahasiswa 623","TI","KAB. SITUBONDO","Jawa Timur","Rp. 2.000.000 s/d Rp. 4.999.999","Lainnya","Kampus berbasis pesantren","Kesadaran diri sendiri","0"
"2172370624","mahasiswa 624","TI","KAB. GRESIK","Jawa Timur","Kurang dari Rp. 500.000","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Orang tua/ kerabat","0"
"2172470625","mahasiswa 625","TI","KAB. SITUBONDO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Juara di sekolah","Fasilitas bagus","Kesadaran diri sendiri","1"
"2172570626","mahasiswa 626","TI","KAB. SITUBONDO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Juara di sekolah","Kampus berbasis pesantren","Orang tua/ kerabat","1"
"2172670627","mahasiswa 627","TI","KAB. BONDOWOSO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Juara di sekolah","Kampus berbasis pesantren","Orang tua/ kerabat","1"
"2172770628","mahasiswa 628","TI","KAB. SITUBONDO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Lainnya","Lainnya","Lainnya","0"
"2172870629","mahasiswa 629","TI","KAB. PROBOLINGGO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Lainnya","Dekat dari rumah","Orang tua/ kerabat","0"
"2172970630","mahasiswa 630","TI","KAB. BONDOWOSO","Jawa Timur","Kurang dari Rp. 500.000","Lainnya","Ada saudara/ teman yang kuliah di UNUJA","Kesadaran diri sendiri","0"
"2173070631","mahasiswa 631","TI","KAB. SITUBONDO","Jawa Timur","Kurang dari Rp. 500.000","Juara di sekolah","Kampus berbasis pesantren","Orang tua/ kerabat","1"
"2173170632","mahasiswa 632","TI","KAB. PROBOLINGGO","Jawa Timur","Kurang dari Rp. 500.000","Lainnya","Dekat dari rumah","Kesadaran diri sendiri","0"
"2173270633","mahasiswa 633","TI","KAB. SUMENEP","Jawa Timur","Rp. 2.000.000 s/d Rp. 4.999.999","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Kesadaran diri sendiri","0"
"2173370634","mahasiswa 634","TI","KAB. SITUBONDO","Jawa Timur","Kurang dari Rp. 500.000","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Orang tua/ kerabat","0"
"2173470635","mahasiswa 635","TI","KAB. SUMENEP","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Kesadaran diri sendiri","0"
"2173570636","mahasiswa 636","TI","KAB. SITUBONDO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Orang tua/ kerabat","0"
"2173670637","mahasiswa 637","TI","KAB. SUMENEP","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Lainnya","Kampus berbasis pesantren","Kesadaran diri sendiri","0"
"2173770638","mahasiswa 638","TI","KAB. SITUBONDO","Jawa Timur","Kurang dari Rp. 500.000","Juara di sekolah","Ada saudara/ teman yang kuliah di UNUJA","Kesadaran diri sendiri","1"
"2173870639","mahasiswa 639","TI","KAB. SITUBONDO","Jawa Timur","Kurang dari Rp. 500.000","Lainnya","Fasilitas bagus","Orang tua/ kerabat","0"
"2173970640","mahasiswa 640","TI","KAB. SITUBONDO","Jawa Timur","Rp. 2.000.000 s/d Rp. 4.999.999","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Orang tua/ kerabat","0"
"2174070641","mahasiswa 641","TI","KAB. SITUBONDO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Kesadaran diri sendiri","0"
"2174170642","mahasiswa 642","TI","KAB. PROBOLINGGO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Juara di luar sekolah","Kampus berbasis pesantren","Teman sekolah","1"
"2174270643","mahasiswa 643","TI","KAB. PROBOLINGGO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Juara di luar sekolah","Biaya terjangkau","Kesadaran diri sendiri","1"
"2174370644","mahasiswa 644","TI","KAB. PROBOLINGGO","Jawa Timur","Rp. 2.000.000 s/d Rp. 4.999.999","Tidak pernah meraih prestasi","Dekat dari rumah","Kesadaran diri sendiri","0"
"2174470645","mahasiswa 645","TI","KAB. PROBOLINGGO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Juara di sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2174570646","mahasiswa 646","TI","KAB. PROBOLINGGO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Juara di luar sekolah","Dekat dari rumah","Kesadaran diri sendiri","1"
"2174670647","mahasiswa 647","TI","KAB. PROBOLINGGO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Tidak pernah meraih prestasi","Dekat dari rumah","Kesadaran diri sendiri","0"
"2174770648","mahasiswa 648","TI","KAB. SITUBONDO","Jawa Timur","Kurang dari Rp. 500.000","Juara di sekolah","Kampus berbasis pesantren","Orang tua/ kerabat","1"
"2174870649","mahasiswa 649","TI","KAB. BONDOWOSO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Lainnya","Ada saudara/ teman yang kuliah di UNUJA","Kesadaran diri sendiri","0"
"2174970650","mahasiswa 650","TI","KAB. SITUBONDO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Kesadaran diri sendiri","0"
"2175070651","mahasiswa 651","TI","KAB. SITUBONDO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Kesadaran diri sendiri","0"
"2175170652","mahasiswa 652","TI","KAB. BONDOWOSO","Jawa Timur","Kurang dari Rp. 500.000","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Orang tua/ kerabat","0"
"2175270653","mahasiswa 653","TI","KAB. SUMENEP","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Tidak pernah meraih prestasi","Biaya terjangkau","Lainnya","0"
"2175370654","mahasiswa 654","TI","KAB. SITUBONDO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Juara di luar sekolah","Kampus berbasis pesantren","Orang tua/ kerabat","1"
"2175470655","mahasiswa 655","TI","KAB. WAKATOBI","Sulawesi Tenggara","Rp. 2.000.000 s/d Rp. 4.999.999","Juara di sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2175570656","mahasiswa 656","TI","KAB. PROBOLINGGO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Tidak pernah meraih prestasi","Dekat dari rumah","Orang tua/ kerabat","0"
"2175670657","mahasiswa 657","TI","KAB. PROBOLINGGO","Jawa Timur","Rp. 2.000.000 s/d Rp. 4.999.999","Juara di luar sekolah","Fasilitas bagus","Kesadaran diri sendiri","1"
"2175770658","mahasiswa 658","TI","KAB. BONDOWOSO","Jawa Timur","Rp. 2.000.000 s/d Rp. 4.999.999","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Kesadaran diri sendiri","0"
"2175870659","mahasiswa 659","SI","KAB. PROBOLINGGO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Lainnya","Dekat dari rumah","Kesadaran diri sendiri","0"
"2175970660","mahasiswa 660","SI","KAB. PROBOLINGGO","Jawa Timur","Kurang dari Rp. 500.000","Tidak pernah meraih prestasi","Biaya terjangkau","Orang tua/ kerabat","0"
"2176070661","mahasiswa 661","SI","KAB. PROBOLINGGO","Jawa Timur","Kurang dari Rp. 500.000","Tidak pernah meraih prestasi","Dekat dari rumah","Kesadaran diri sendiri","0"
"2176170662","mahasiswa 662","SI","KAB. DOMPU","Nusa Tenggara Barat","Rp. 5.000.000 s/d Rp. 20.000.000","Lainnya","Kampus berbasis pesantren","Kesadaran diri sendiri","0"
"2176270663","mahasiswa 663","SI","KAB. BONDOWOSO","Jawa Timur","Rp. 2.000.000 s/d Rp. 4.999.999","Juara di luar sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2176370664","mahasiswa 664","SI","KAB. PROBOLINGGO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Orang tua/ kerabat","0"
"2176470665","mahasiswa 665","SI","KAB. BANYUWANGI","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Juara di sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2176570666","mahasiswa 666","SI","KAB. PROBOLINGGO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Tidak pernah meraih prestasi","Fasilitas bagus","Kesadaran diri sendiri","0"
"2176670667","mahasiswa 667","SI","KAB. PROBOLINGGO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Juara di sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2176770668","mahasiswa 668","SI","KAB. SUMENEP","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Juara di sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2176870669","mahasiswa 669","SI","KAB. PROBOLINGGO","Jawa Timur","Rp. 2.000.000 s/d Rp. 4.999.999","Lainnya","Dekat dari rumah","Orang tua/ kerabat","0"
"2176970670","mahasiswa 670","SI","KAB. PROBOLINGGO","Jawa Timur","Kurang dari Rp. 500.000","Juara di sekolah","Kampus berbasis pesantren","Orang tua/ kerabat","1"
"2177070671","mahasiswa 671","SI","KAB. PROBOLINGGO","Jawa Timur","Rp. 2.000.000 s/d Rp. 4.999.999","Tidak pernah meraih prestasi","Dekat dari rumah","Kesadaran diri sendiri","0"
"2177170672","mahasiswa 672","SI","KAB. PROBOLINGGO","Jawa Timur","Rp. 2.000.000 s/d Rp. 4.999.999","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Orang tua/ kerabat","0"
"2177270673","mahasiswa 673","SI","KOTA PROBOLINGGO","Jawa Timur","Kurang dari Rp. 500.000","Juara di sekolah","Ada saudara/ teman yang kuliah di UNUJA","Teman sekolah","1"
"2177370674","mahasiswa 674","SI","KAB. SITUBONDO","Jawa Timur","Kurang dari Rp. 500.000","Tidak pernah meraih prestasi","Dipaksa orang tua","Orang tua/ kerabat","0"
"2177470675","mahasiswa 675","SI","KAB. PROBOLINGGO","Jawa Timur","Rp. 2.000.000 s/d Rp. 4.999.999","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Kesadaran diri sendiri","0"
"2177570676","mahasiswa 676","SI","KAB. BANYUWANGI","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Juara di sekolah","Tidak diterima di kampus lain","Orang tua/ kerabat","1"
"2177670677","mahasiswa 677","SI","KAB. PROBOLINGGO","Jawa Timur","Kurang dari Rp. 500.000","Juara di sekolah","Kampus berbasis pesantren","Teman sekolah","1"
"2177770678","mahasiswa 678","SI","KAB. PROBOLINGGO","Jawa Timur","Rp. 2.000.000 s/d Rp. 4.999.999","Juara di luar sekolah","Fasilitas bagus","Kesadaran diri sendiri","1"
"2177870679","mahasiswa 679","SI","KAB. PROBOLINGGO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Juara di sekolah","Ada saudara/ teman yang kuliah di UNUJA","Orang tua/ kerabat","1"
"2177970680","mahasiswa 680","SI","KAB. PROBOLINGGO","Jawa Timur","Rp. 2.000.000 s/d Rp. 4.999.999","Tidak pernah meraih prestasi","Dekat dari rumah","Kesadaran diri sendiri","0"
"2178070681","mahasiswa 681","SI","KAB. PROBOLINGGO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Lainnya","Fasilitas bagus","Kesadaran diri sendiri","0"
"2178170682","mahasiswa 682","RPL","KAB. PROBOLINGGO","Jawa Timur","Rp. 5.000.000 s/d Rp. 20.000.000","Tidak pernah meraih prestasi","Dekat dari rumah","Kesadaran diri sendiri","0"
"2178270683","mahasiswa 683","RPL","KAB. SITUBONDO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Juara di luar sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2178370684","mahasiswa 684","RPL","KAB. PROBOLINGGO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Juara di sekolah","Ada saudara/ teman yang kuliah di UNUJA","Orang tua/ kerabat","1"
"2178470685","mahasiswa 685","RPL","KAB. PROBOLINGGO","Jawa Timur","Rp. 2.000.000 s/d Rp. 4.999.999","Juara di luar sekolah","Biaya terjangkau","Orang tua/ kerabat","1"
"2178570686","mahasiswa 686","RPL","KAB. PROBOLINGGO","Jawa Timur","Kurang dari Rp. 500.000","Juara di sekolah","Kampus berbasis pesantren","Guru di sekolah","1"
"2178670687","mahasiswa 687","KEP","KAB. PROBOLINGGO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Juara di sekolah","Dekat dari rumah","Kesadaran diri sendiri","1"
"2178770688","mahasiswa 688","KEP","KAB. PROBOLINGGO","Jawa Timur","Rp. 2.000.000 s/d Rp. 4.999.999","Tidak pernah meraih prestasi","Dekat dari rumah","Orang tua/ kerabat","0"
"2178870689","mahasiswa 689","KEP","KAB. PROBOLINGGO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Tidak pernah meraih prestasi","Dekat dari rumah","Orang tua/ kerabat","0"
"2178970690","mahasiswa 690","KEP","KAB. SITUBONDO","Jawa Timur","Rp. 2.000.000 s/d Rp. 4.999.999","Juara di sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2179070691","mahasiswa 691","KEP","KAB. SITUBONDO","Jawa Timur","Kurang dari Rp. 500.000","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Orang tua/ kerabat","0"
"2179170692","mahasiswa 692","KEP","KAB. JEMBER","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Orang tua/ kerabat","0"
"2179270693","mahasiswa 693","KEP","KAB. PROBOLINGGO","Jawa Timur","Rp. 2.000.000 s/d Rp. 4.999.999","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Orang tua/ kerabat","0"
